1547.5 1451.5 2672.18 1 0
1547.2 1475.93 2696.61 1 0
1547.5 1504.13 2724.81 0.99998 -0.0063127
1547.5 1523.46 2744.14 0.999829 -0.0184638
1548.3 1547.44 2768.14 0.999802 -0.0198886
1548.5 1573.73 2794.43 0.999961 -0.00883486
1548.7 1592.73 2813.43 0.999997 -0.00250887
1548.6 1613.53 2834.23 0.999997 -0.00223386
1548.8 1637.43 2858.13 0.998479 0.0551299
1545.9 1662.43 2883.3 0.984453 0.175647
1540.2 1685.63 2907.19 0.959017 0.283348
1531.6 1710.83 2933.81 0.927747 0.373211
1519 1738.33 2964.06 0.883443 0.468539
1501.9 1766.83 2997.3 0.837315 0.546721
1482.19 1794.71 3031.45 0.770939 0.63691
1462.21 1814.87 3059.83 0.676303 0.736624
1437.4 1835.83 3092.31 0.549762 0.835321
1405.6 1852.13 3128.04 0.343553 0.939133
1370.7 1860.23 3163.87 0.155741 0.987798
1337.1 1862.93 3197.58 0.0480695 0.998844
1309.45 1863.18 3225.22 0.012015 0.999928
1278.48 1863.63 3256.2 0.0192073 0.999816
1247.77 1864.36 3286.92 -0.0151453 0.999885
1212.96 1862.64 3321.77 -0.0653088 0.997865
1179.17 1859.87 3355.68 -0.062767 0.998028
1144.4 1858.33 3390.48 -0.0675042 0.997719
1113.5 1855.43 3421.51 -0.119451 0.99284
1080.29 1850.62 3455.07 -0.16542 0.986223
1045.76 1844.07 3490.21 -0.149985 0.988688
1008.1 1839.66 3528.13 -0.099025 0.995085
968 1836.33 3568.37 -0.100998 0.994887
931.9 1831.93 3604.74 -0.14161 0.989923
894.6 1825.83 3642.53 -0.157297 0.987551
859.7 1820.43 3677.85 -0.128284 0.991738
814.2 1815.43 3723.62 -0.122988 0.992408
753.867 1807.31 3784.5 -0.0831503 0.996537
696.488 1805.61 3841.9 -0.0209483 0.999781
644.293 1805.02 3894.1 0.000726998 1
600.781 1805.68 3937.62 0.0308521 0.999524
538.606 1808.28 3999.85 0.0808191 0.996729
488.641 1814.77 4050.23 0.100083 0.994979
439.623 1818.24 4099.38 0.0313008 0.99951
379.045 1818.2 4159.95 -0.0204294 0.999791
342.581 1816.25 4196.47 -0.0934405 0.995625
291.717 1810.01 4247.71 -0.186523 0.982451
226.181 1794.15 4315.14 -0.258821 0.965925
172.689 1778.11 4370.99 -0.2464 0.969168
135.901 1771.2 4408.42 -0.134384 0.990929
87.933 1766.62 4456.6 -0.0671666 0.997742
24.8999 1763.73 4519.7 -0.00617373 0.999981
-23.7001 1765.93 4568.35 0.0377693 0.999286
-75.1173 1767.51 4619.79 -0.00652003 0.999979
-133.109 1765.22 4677.83 -0.052083 0.998643
-170.308 1762.55 4715.13 -0.131663 0.991295
-221.912 1753.42 4767.53 -0.205245 0.978711
-271.785 1741.26 4818.86 -0.274142 0.961689
-312.918 1727.48 4862.25 -0.346471 0.938061
-366.1 1706.43 4919.44 -0.443224 0.896411
-401.4 1683.73 4961.41 -0.615812 0.787894
-438.9 1649.53 5012.16 -0.73302 0.680207
-476.1 1603.23 5071.56 -0.833053 0.553193
-506.7 1547.43 5135.2 -0.891877 0.452279
-529.6 1497.73 5189.92 -0.92807 0.372405
-547.282 1446.3 5244.31 -0.944903 0.32735
-564.428 1397.2 5296.31 -0.947775 0.31894
-581.534 1344.51 5351.71 -0.958279 0.285834
-596.372 1290.1 5408.1 -0.96889 0.24749
-606 1248.73 5450.58 -0.982693 0.18524
-613.304 1200.28 5499.58 -0.992497 0.122268
-617.418 1156.05 5544 -0.997729 0.0673665
-619.6 1107.03 5593.07 -0.998828 0.0484058
-622.113 1059.17 5640.99 -0.999421 0.0340261
-622.946 1008.77 5691.4 -0.999986 -0.00540188
-621.523 949.892 5750.3 -0.996957 -0.0779504
-615.1 908.429 5792.25 -0.984806 -0.173659
-605.2 857.329 5844.3 -0.973924 -0.226875
-591.72 808.061 5895.38 -0.938891 -0.344214
-568.618 757.547 5950.93 -0.90588 -0.423535
-549.689 718.164 5994.62 -0.903482 -0.428626
-524.994 665.593 6052.71 -0.914744 -0.404033
-502.661 611.691 6111.05 -0.92866 -0.370931
-482.13 558.28 6168.27 -0.93033 -0.366723
-465.605 517.686 6212.1 -0.913107 -0.40772
-446.29 478.014 6256.22 -0.891061 -0.453884
-421.842 431.77 6308.53 -0.881641 -0.47192
-398.904 389.488 6356.64 -0.868388 -0.495886
-368.82 338.918 6415.48 -0.862224 -0.506528
-344 296.029 6465.03 -0.87333 -0.487129
-317.9 247.629 6520.02 -0.870098 -0.492878
-288.6 198.229 6577.46 -0.8479 -0.530157
-257.5 151.029 6633.98 -0.815953 -0.578119
-225.4 109.029 6686.84 -0.746428 -0.665466
-190.1 75.429 6735.58 -0.661829 -0.749655
-153.7 45.729 6782.56 -0.564178 -0.825653
-114 23.429 6828.09 -0.425906 -0.904767
-73.4001 7.929 6871.55 -0.263706 -0.964603
-31.3934 0.846 6914.15 -0.107399 -0.994216
